system:index,area,class,key,year,.geo
0_00000000000000000061_0_3,7.5797085790685195,21,85,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000061_0_4,0.08666060156249998,24,85,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000011_0_0,30.03850472567996,0,9,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000011_0_1,3.659333410719443,3,9,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000011_0_2,32.5330677924934,21,9,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000011_0_3,10.96018703835033,24,9,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001a_0_0,0.055803174621582026,0,49,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001a_0_1,68.85357419863833,3,49,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001a_0_2,8.27926187876975,21,49,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004_0_0,31.199998268798065,0,10,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004_0_1,5.98251993779878,3,10,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004_0_2,38.99894646511948,21,10,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004_0_3,1.0066188344815132,24,10,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000032_0_0,43.793455523579354,0,23,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000032_0_1,20.61629535280514,3,23,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000032_0_2,12.573165352289246,21,23,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000032_0_3,0.20680826104736338,24,23,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003a_0_0,6.652644029779561,0,88,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003a_0_1,67.04347196671786,3,88,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003a_0_2,0.4176003116048175,15,88,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003a_0_3,2.5191791632561182,18,88,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003a_0_4,0.24148552867694908,21,88,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003a_0_5,0.3209717297363276,24,88,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000021_0_0,0.08458253027343746,0,53,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000021_0_1,73.27121801989847,3,53,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000021_0_2,3.744835830368017,21,53,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000021_0_3,0.09504860821533198,24,53,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000057_0_0,27.22190163352762,0,70,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000057_0_1,14.09729581113364,3,70,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000057_0_2,0.13240052947998052,15,70,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000057_0_3,34.00642576172333,21,70,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000057_0_4,1.723747966125486,24,70,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002a_0_0,29.06174840615262,0,5,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002a_0_1,47.38104278363733,3,5,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002a_0_2,0.7443405632324239,21,5,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001b_0_0,50.809143396909896,0,54,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001b_0_1,25.635954001070726,3,54,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001b_0_2,0.7444874839018009,21,54,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001b_0_3,0.007851849243164063,24,54,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000042_0_0,60.60130093202962,0,97,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000042_0_1,15.359358933917735,3,97,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000042_0_2,1.2295716328706612,21,97,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000013_0_0,45.955048295257654,0,20,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000013_0_1,17.372252165788286,3,20,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000013_0_2,13.86281198104206,21,20,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002c_0_0,38.44209400714788,0,35,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002c_0_1,38.50411175472339,3,35,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002c_0_2,0.24241577060259642,21,35,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000036_0_0,68.6121559601183,0,29,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000036_0_1,4.527903404579782,3,29,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000036_0_2,4.0507302187083445,21,29,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000c_0_0,2.5161542894931026,0,21,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000c_0_1,59.61245564233091,3,21,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000c_0_2,15.062019031825061,21,21,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001e_0_0,41.9761701566278,0,51,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001e_0_1,34.34525643709926,3,51,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001e_0_2,0.8715573145378567,21,51,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002f_0_0,40.789451449943755,0,103,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002f_0_1,34.75339726728265,3,103,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002f_0_2,1.6488019265048193,21,103,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000012_0_0,32.92017857137711,0,13,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000012_0_1,3.069833052913626,3,13,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000012_0_2,30.670397963088796,21,13,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000012_0_3,10.52537583177063,24,13,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000052_0_0,29.432312456629244,0,58,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000052_0_1,44.92034486362954,3,58,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000052_0_2,2.8435519556109172,21,58,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_0,0.3261348561231422,0,104,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_1,73.53775124449105,3,104,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_2,3.3229996092452927,21,104,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000058_0_0,0.032463747924804685,0,79,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000058_0_1,65.11902197032494,3,79,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000058_0_2,0.1412120171817555,15,79,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000058_0_3,11.670839343474912,21,79,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000058_0_4,0.22108630340576177,24,79,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000018_0_0,23.692226255464977,0,101,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000018_0_1,4.8405744972789515,3,101,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000018_0_2,36.475870159425156,21,101,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000018_0_3,12.17749153448379,24,101,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000056_0_0,0.07637314825439456,0,76,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000056_0_1,64.75849994781406,3,76,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000056_0_2,1.0124363698866927,15,76,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000056_0_3,11.245075983890239,21,76,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000056_0_4,0.08779559240722655,24,76,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000017_0_0,28.19753026454853,0,100,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000017_0_1,2.791759327559871,3,100,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000017_0_2,34.55623557291046,21,100,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000017_0_3,11.649185499340826,24,100,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000064_0_0,0.43312900107828867,0,83,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000064_0_1,64.63549387698406,3,83,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000064_0_2,0.010504575439453124,15,83,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000064_0_3,12.013103154063725,21,83,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000064_0_4,0.10066508135986327,24,83,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000054_0_0,16.021153918714404,0,74,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000054_0_1,32.311481601417576,3,74,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000054_0_2,17.42779746881875,15,74,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000054_0_3,9.254531302873266,21,74,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000054_0_4,2.1645998744506967,24,74,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_0,22.543406900241774,0,86,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_1,47.897871672519976,3,86,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_2,0.20042973901367223,15,86,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_3,6.522592508387575,21,86,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000065_0_4,0.02100667626953125,24,86,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002_0_0,25.206005138518545,0,14,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002_0_1,4.170661000802281,3,14,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002_0_2,35.793020383633255,21,14,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002_0_3,12.01720892808562,24,14,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001d_0_0,3.7546562146343003,0,47,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001d_0_1,72.79854604047814,3,47,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001d_0_2,0.027000582092285154,15,47,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001d_0_3,0.5699531268645631,18,47,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000001d_0_4,0.04703542675781251,21,47,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000059_0_0,0.00789298974609375,0,80,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000059_0_1,53.89112720175371,3,80,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000059_0_2,0.2880767762941853,15,80,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000059_0_3,22.98090477002309,21,80,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000059_0_4,0.016660739318847654,24,80,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000053_0_0,42.99292227573302,0,59,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000053_0_1,28.0080759166358,3,59,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000053_0_2,0.024404170043945312,15,59,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000053_0_3,5.917636614816705,21,59,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000053_0_4,0.24668008789062515,24,59,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000027_0_0,17.277965901956144,0,38,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000027_0_1,42.92950105133616,3,38,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000027_0_2,0.014004031188964846,15,38,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000027_0_3,16.560407198217423,21,38,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000027_0_4,0.4060734922485356,24,38,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005e_0_0,27.439686002610163,0,87,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005e_0_1,14.167644144892055,3,87,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005e_0_2,0.13240052947998052,15,87,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005e_0_3,33.72310766624405,21,87,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005e_0_4,1.723747966125486,24,87,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000020_0_0,0.07238102282714842,0,52,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000020_0_1,72.6424838207833,3,52,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000020_0_2,4.481948394960334,21,52,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000043_0_0,13.362499292300429,0,98,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000043_0_1,63.039611105827,3,98,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000043_0_2,0.783614677673341,21,98,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000023_0_0,70.15298095525789,0,26,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000023_0_1,4.219803269028379,3,26,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000023_0_2,2.8234997990806256,21,26,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002b_0_0,38.66699293688392,0,42,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002b_0_1,33.82326464560785,3,42,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002b_0_2,0.006117363586425782,15,42,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000002b_0_3,4.693197310549194,21,42,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000007_0_0,18.51939976423487,0,22,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000007_0_1,31.966544526849052,3,22,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000007_0_2,26.70112972839335,21,22,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000010_0_0,4.9166975745313914,0,17,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000010_0_1,22.22352495485394,3,17,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000010_0_2,50.051700224155695,21,17,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005c_0_0,26.51739044112326,0,77,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005c_0_1,28.456914323510976,3,77,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005c_0_2,0.19728976928710945,15,77,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005c_0_3,21.364823100617393,21,77,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005c_0_4,0.6425436543591074,24,77,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003e_0_0,6.298984688665478,0,94,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003e_0_1,69.818828068636,3,94,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003e_0_2,0.124470945655733,15,94,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003e_0_3,0.867432195513558,18,94,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003e_0_4,0.08103557088551241,21,94,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000034_0_0,42.53916502736056,0,31,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000034_0_1,33.17083571879545,3,31,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000034_0_2,1.3800283599772085,21,31,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000034_0_3,0.10299856909179685,24,31,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000026_0_0,1.642794160357789,0,34,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000026_0_1,56.62734685572679,3,34,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000026_0_2,18.595031430829792,21,34,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000026_0_3,0.32339786755371086,24,34,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000030_0_0,15.434093009559959,0,40,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000030_0_1,61.3262573584711,3,40,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000030_0_2,0.4271113338096472,21,40,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000047_0_0,69.71140770334632,0,67,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000047_0_1,3.4581480989499296,3,67,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000047_0_2,4.024070864829168,21,67,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004a_0_0,73.87871328930284,0,69,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004a_0_1,1.557793552729337,3,69,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000004a_0_2,1.7481955304639623,21,69,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000055_0_0,7.680064530546812,0,75,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000055_0_1,67.18111312251557,3,75,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000055_0_2,0.9595175055549214,15,75,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000055_0_3,0.11756860547305834,18,75,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000055_0_4,1.235037037331251,21,75,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000033_0_0,19.683541872190837,0,24,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000033_0_1,21.25456009145857,3,24,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000033_0_2,0.005236186157226563,15,24,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000033_0_3,36.24677169037873,21,24,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000_0_0,29.406257758547163,0,99,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000_0_1,4.04218223455019,3,99,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000_0_2,32.27447241812413,21,99,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000_0_3,11.469552463384678,24,99,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0_0,8.705107339546757,0,89,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0_1,67.3158256532867,3,89,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0_2,0.1099702321166992,15,89,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0_3,0.3895131610157684,18,89,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0_4,0.658269309434119,21,89,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000040_0_5,0.019201037536621092,24,89,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
